Year,Coal,Petroleum Products,Natural Gas,Total,Sname
1980,0,170.065,0.845,170.91,alabama
1981,0,168.454,0.835,169.289,alabama
1982,0,159.542,0.717,160.259,alabama
1983,0,161.19,0.565,161.754,alabama
1984,0,169.558,0.626,170.184,alabama
1985,0,168.697,0.794,169.491,alabama
1986,0,174.541,0.679,175.22,alabama
1987,0,183.676,1.031,184.707,alabama
1988,0,194.338,1.048,195.385,alabama
1989,0,200.73,1.059,201.789,alabama
1990,0,202.12,1.103,203.222,alabama
1991,0,191.463,1.008,192.472,alabama
1992,0,191.362,0.828,192.19,alabama
1993,0,187.509,0.681,188.189,alabama
1994,0,195.9,0.688,196.588,alabama
1995,0,199.858,1.061,200.919,alabama
1996,0,203.176,1.064,204.24,alabama
1997,0,197.277,1.296,198.573,alabama
1998,0,198.725,0.577,199.301,alabama
1999,0,203.141,0.616,203.757,alabama
2000,0,214.216,0.612,214.828,alabama
2001,0,209.973,0.734,210.707,alabama
2002,0,222.175,0.671,222.846,alabama
2003,0,212.357,0.654,213.011,alabama
2004,0,221.7,0.91,222.61,alabama
2005,0,227.308,1.096,228.404,alabama
2006,0,231.859,0.918,232.777,alabama
2007,0,234.063,1.093,235.156,alabama
2008,0,218.09,1.06,219.15,alabama
2009,0,212.367,1.046,213.412,alabama
2010,0,207.649,1.263,208.913,alabama
2011,0,200.339,1.348,201.688,alabama
2012,0,195.327,1.493,196.82,alabama
2013,0,196.294,1.339,197.633,alabama
2014,0,197.91,2.103,200.013,alabama
2015,0,203.637,1.954,205.591,alabama
2016,0,210.479,2.263,212.742,alabama
2017,0,214.993,2.275,217.269,alabama
1980,0,170.065,0.845,170.91,alaska
1981,0,168.454,0.835,169.289,alaska
1982,0,159.542,0.717,160.259,alaska
1983,0,161.19,0.565,161.754,alaska
1984,0,169.558,0.626,170.184,alaska
1985,0,168.697,0.794,169.491,alaska
1986,0,174.541,0.679,175.22,alaska
1987,0,183.676,1.031,184.707,alaska
1988,0,194.338,1.048,195.385,alaska
1989,0,200.73,1.059,201.789,alaska
1990,0,202.12,1.103,203.222,alaska
1991,0,191.463,1.008,192.472,alaska
1992,0,191.362,0.828,192.19,alaska
1993,0,187.509,0.681,188.189,alaska
1994,0,195.9,0.688,196.588,alaska
1995,0,199.858,1.061,200.919,alaska
1996,0,203.176,1.064,204.24,alaska
1997,0,197.277,1.296,198.573,alaska
1998,0,198.725,0.577,199.301,alaska
1999,0,203.141,0.616,203.757,alaska
2000,0,214.216,0.612,214.828,alaska
2001,0,209.973,0.734,210.707,alaska
2002,0,222.175,0.671,222.846,alaska
2003,0,212.357,0.654,213.011,alaska
2004,0,221.7,0.91,222.61,alaska
2005,0,227.308,1.096,228.404,alaska
2006,0,231.859,0.918,232.777,alaska
2007,0,234.063,1.093,235.156,alaska
2008,0,218.09,1.06,219.15,alaska
2009,0,212.367,1.046,213.412,alaska
2010,0,207.649,1.263,208.913,alaska
2011,0,200.339,1.348,201.688,alaska
2012,0,195.327,1.493,196.82,alaska
2013,0,196.294,1.339,197.633,alaska
2014,0,197.91,2.103,200.013,alaska
2015,0,203.637,1.954,205.591,alaska
2016,0,210.479,2.263,212.742,alaska
2017,0,214.993,2.275,217.269,alaska
1980,0,170.065,0.845,170.91,arizona
1981,0,168.454,0.835,169.289,arizona
1982,0,159.542,0.717,160.259,arizona
1983,0,161.19,0.565,161.754,arizona
1984,0,169.558,0.626,170.184,arizona
1985,0,168.697,0.794,169.491,arizona
1986,0,174.541,0.679,175.22,arizona
1987,0,183.676,1.031,184.707,arizona
1988,0,194.338,1.048,195.385,arizona
1989,0,200.73,1.059,201.789,arizona
1990,0,202.12,1.103,203.222,arizona
1991,0,191.463,1.008,192.472,arizona
1992,0,191.362,0.828,192.19,arizona
1993,0,187.509,0.681,188.189,arizona
1994,0,195.9,0.688,196.588,arizona
1995,0,199.858,1.061,200.919,arizona
1996,0,203.176,1.064,204.24,arizona
1997,0,197.277,1.296,198.573,arizona
1998,0,198.725,0.577,199.301,arizona
1999,0,203.141,0.616,203.757,arizona
2000,0,214.216,0.612,214.828,arizona
2001,0,209.973,0.734,210.707,arizona
2002,0,222.175,0.671,222.846,arizona
2003,0,212.357,0.654,213.011,arizona
2004,0,221.7,0.91,222.61,arizona
2005,0,227.308,1.096,228.404,arizona
2006,0,231.859,0.918,232.777,arizona
2007,0,234.063,1.093,235.156,arizona
2008,0,218.09,1.06,219.15,arizona
2009,0,212.367,1.046,213.412,arizona
2010,0,207.649,1.263,208.913,arizona
2011,0,200.339,1.348,201.688,arizona
2012,0,195.327,1.493,196.82,arizona
2013,0,196.294,1.339,197.633,arizona
2014,0,197.91,2.103,200.013,arizona
2015,0,203.637,1.954,205.591,arizona
2016,0,210.479,2.263,212.742,arizona
2017,0,214.993,2.275,217.269,arizona
1980,0,170.065,0.845,170.91,arkansas
1981,0,168.454,0.835,169.289,arkansas
1982,0,159.542,0.717,160.259,arkansas
1983,0,161.19,0.565,161.754,arkansas
1984,0,169.558,0.626,170.184,arkansas
1985,0,168.697,0.794,169.491,arkansas
1986,0,174.541,0.679,175.22,arkansas
1987,0,183.676,1.031,184.707,arkansas
1988,0,194.338,1.048,195.385,arkansas
1989,0,200.73,1.059,201.789,arkansas
1990,0,202.12,1.103,203.222,arkansas
1991,0,191.463,1.008,192.472,arkansas
1992,0,191.362,0.828,192.19,arkansas
1993,0,187.509,0.681,188.189,arkansas
1994,0,195.9,0.688,196.588,arkansas
1995,0,199.858,1.061,200.919,arkansas
1996,0,203.176,1.064,204.24,arkansas
1997,0,197.277,1.296,198.573,arkansas
1998,0,198.725,0.577,199.301,arkansas
1999,0,203.141,0.616,203.757,arkansas
2000,0,214.216,0.612,214.828,arkansas
2001,0,209.973,0.734,210.707,arkansas
2002,0,222.175,0.671,222.846,arkansas
2003,0,212.357,0.654,213.011,arkansas
2004,0,221.7,0.91,222.61,arkansas
2005,0,227.308,1.096,228.404,arkansas
2006,0,231.859,0.918,232.777,arkansas
2007,0,234.063,1.093,235.156,arkansas
2008,0,218.09,1.06,219.15,arkansas
2009,0,212.367,1.046,213.412,arkansas
2010,0,207.649,1.263,208.913,arkansas
2011,0,200.339,1.348,201.688,arkansas
2012,0,195.327,1.493,196.82,arkansas
2013,0,196.294,1.339,197.633,arkansas
2014,0,197.91,2.103,200.013,arkansas
2015,0,203.637,1.954,205.591,arkansas
2016,0,210.479,2.263,212.742,arkansas
2017,0,214.993,2.275,217.269,arkansas
1980,0,170.065,0.845,170.91,california
1981,0,168.454,0.835,169.289,california
1982,0,159.542,0.717,160.259,california
1983,0,161.19,0.565,161.754,california
1984,0,169.558,0.626,170.184,california
1985,0,168.697,0.794,169.491,california
1986,0,174.541,0.679,175.22,california
1987,0,183.676,1.031,184.707,california
1988,0,194.338,1.048,195.385,california
1989,0,200.73,1.059,201.789,california
1990,0,202.12,1.103,203.222,california
1991,0,191.463,1.008,192.472,california
1992,0,191.362,0.828,192.19,california
1993,0,187.509,0.681,188.189,california
1994,0,195.9,0.688,196.588,california
1995,0,199.858,1.061,200.919,california
1996,0,203.176,1.064,204.24,california
1997,0,197.277,1.296,198.573,california
1998,0,198.725,0.577,199.301,california
1999,0,203.141,0.616,203.757,california
2000,0,214.216,0.612,214.828,california
2001,0,209.973,0.734,210.707,california
2002,0,222.175,0.671,222.846,california
2003,0,212.357,0.654,213.011,california
2004,0,221.7,0.91,222.61,california
2005,0,227.308,1.096,228.404,california
2006,0,231.859,0.918,232.777,california
2007,0,234.063,1.093,235.156,california
2008,0,218.09,1.06,219.15,california
2009,0,212.367,1.046,213.412,california
2010,0,207.649,1.263,208.913,california
2011,0,200.339,1.348,201.688,california
2012,0,195.327,1.493,196.82,california
2013,0,196.294,1.339,197.633,california
2014,0,197.91,2.103,200.013,california
2015,0,203.637,1.954,205.591,california
2016,0,210.479,2.263,212.742,california
2017,0,214.993,2.275,217.269,california
1980,0,170.065,0.845,170.91,colorado
1981,0,168.454,0.835,169.289,colorado
1982,0,159.542,0.717,160.259,colorado
1983,0,161.19,0.565,161.754,colorado
1984,0,169.558,0.626,170.184,colorado
1985,0,168.697,0.794,169.491,colorado
1986,0,174.541,0.679,175.22,colorado
1987,0,183.676,1.031,184.707,colorado
1988,0,194.338,1.048,195.385,colorado
1989,0,200.73,1.059,201.789,colorado
1990,0,202.12,1.103,203.222,colorado
1991,0,191.463,1.008,192.472,colorado
1992,0,191.362,0.828,192.19,colorado
1993,0,187.509,0.681,188.189,colorado
1994,0,195.9,0.688,196.588,colorado
1995,0,199.858,1.061,200.919,colorado
1996,0,203.176,1.064,204.24,colorado
1997,0,197.277,1.296,198.573,colorado
1998,0,198.725,0.577,199.301,colorado
1999,0,203.141,0.616,203.757,colorado
2000,0,214.216,0.612,214.828,colorado
2001,0,209.973,0.734,210.707,colorado
2002,0,222.175,0.671,222.846,colorado
2003,0,212.357,0.654,213.011,colorado
2004,0,221.7,0.91,222.61,colorado
2005,0,227.308,1.096,228.404,colorado
2006,0,231.859,0.918,232.777,colorado
2007,0,234.063,1.093,235.156,colorado
2008,0,218.09,1.06,219.15,colorado
2009,0,212.367,1.046,213.412,colorado
2010,0,207.649,1.263,208.913,colorado
2011,0,200.339,1.348,201.688,colorado
2012,0,195.327,1.493,196.82,colorado
2013,0,196.294,1.339,197.633,colorado
2014,0,197.91,2.103,200.013,colorado
2015,0,203.637,1.954,205.591,colorado
2016,0,210.479,2.263,212.742,colorado
2017,0,214.993,2.275,217.269,colorado
1980,0,170.065,0.845,170.91,connecticut
1981,0,168.454,0.835,169.289,connecticut
1982,0,159.542,0.717,160.259,connecticut
1983,0,161.19,0.565,161.754,connecticut
1984,0,169.558,0.626,170.184,connecticut
1985,0,168.697,0.794,169.491,connecticut
1986,0,174.541,0.679,175.22,connecticut
1987,0,183.676,1.031,184.707,connecticut
1988,0,194.338,1.048,195.385,connecticut
1989,0,200.73,1.059,201.789,connecticut
1990,0,202.12,1.103,203.222,connecticut
1991,0,191.463,1.008,192.472,connecticut
1992,0,191.362,0.828,192.19,connecticut
1993,0,187.509,0.681,188.189,connecticut
1994,0,195.9,0.688,196.588,connecticut
1995,0,199.858,1.061,200.919,connecticut
1996,0,203.176,1.064,204.24,connecticut
1997,0,197.277,1.296,198.573,connecticut
1998,0,198.725,0.577,199.301,connecticut
1999,0,203.141,0.616,203.757,connecticut
2000,0,214.216,0.612,214.828,connecticut
2001,0,209.973,0.734,210.707,connecticut
2002,0,222.175,0.671,222.846,connecticut
2003,0,212.357,0.654,213.011,connecticut
2004,0,221.7,0.91,222.61,connecticut
2005,0,227.308,1.096,228.404,connecticut
2006,0,231.859,0.918,232.777,connecticut
2007,0,234.063,1.093,235.156,connecticut
2008,0,218.09,1.06,219.15,connecticut
2009,0,212.367,1.046,213.412,connecticut
2010,0,207.649,1.263,208.913,connecticut
2011,0,200.339,1.348,201.688,connecticut
2012,0,195.327,1.493,196.82,connecticut
2013,0,196.294,1.339,197.633,connecticut
2014,0,197.91,2.103,200.013,connecticut
2015,0,203.637,1.954,205.591,connecticut
2016,0,210.479,2.263,212.742,connecticut
2017,0,214.993,2.275,217.269,connecticut
1980,0,170.065,0.845,170.91,delaware
1981,0,168.454,0.835,169.289,delaware
1982,0,159.542,0.717,160.259,delaware
1983,0,161.19,0.565,161.754,delaware
1984,0,169.558,0.626,170.184,delaware
1985,0,168.697,0.794,169.491,delaware
1986,0,174.541,0.679,175.22,delaware
1987,0,183.676,1.031,184.707,delaware
1988,0,194.338,1.048,195.385,delaware
1989,0,200.73,1.059,201.789,delaware
1990,0,202.12,1.103,203.222,delaware
1991,0,191.463,1.008,192.472,delaware
1992,0,191.362,0.828,192.19,delaware
1993,0,187.509,0.681,188.189,delaware
1994,0,195.9,0.688,196.588,delaware
1995,0,199.858,1.061,200.919,delaware
1996,0,203.176,1.064,204.24,delaware
1997,0,197.277,1.296,198.573,delaware
1998,0,198.725,0.577,199.301,delaware
1999,0,203.141,0.616,203.757,delaware
2000,0,214.216,0.612,214.828,delaware
2001,0,209.973,0.734,210.707,delaware
2002,0,222.175,0.671,222.846,delaware
2003,0,212.357,0.654,213.011,delaware
2004,0,221.7,0.91,222.61,delaware
2005,0,227.308,1.096,228.404,delaware
2006,0,231.859,0.918,232.777,delaware
2007,0,234.063,1.093,235.156,delaware
2008,0,218.09,1.06,219.15,delaware
2009,0,212.367,1.046,213.412,delaware
2010,0,207.649,1.263,208.913,delaware
2011,0,200.339,1.348,201.688,delaware
2012,0,195.327,1.493,196.82,delaware
2013,0,196.294,1.339,197.633,delaware
2014,0,197.91,2.103,200.013,delaware
2015,0,203.637,1.954,205.591,delaware
2016,0,210.479,2.263,212.742,delaware
2017,0,214.993,2.275,217.269,delaware
1980,0,170.065,0.845,170.91,district of columbia
1981,0,168.454,0.835,169.289,district of columbia
1982,0,159.542,0.717,160.259,district of columbia
1983,0,161.19,0.565,161.754,district of columbia
1984,0,169.558,0.626,170.184,district of columbia
1985,0,168.697,0.794,169.491,district of columbia
1986,0,174.541,0.679,175.22,district of columbia
1987,0,183.676,1.031,184.707,district of columbia
1988,0,194.338,1.048,195.385,district of columbia
1989,0,200.73,1.059,201.789,district of columbia
1990,0,202.12,1.103,203.222,district of columbia
1991,0,191.463,1.008,192.472,district of columbia
1992,0,191.362,0.828,192.19,district of columbia
1993,0,187.509,0.681,188.189,district of columbia
1994,0,195.9,0.688,196.588,district of columbia
1995,0,199.858,1.061,200.919,district of columbia
1996,0,203.176,1.064,204.24,district of columbia
1997,0,197.277,1.296,198.573,district of columbia
1998,0,198.725,0.577,199.301,district of columbia
1999,0,203.141,0.616,203.757,district of columbia
2000,0,214.216,0.612,214.828,district of columbia
2001,0,209.973,0.734,210.707,district of columbia
2002,0,222.175,0.671,222.846,district of columbia
2003,0,212.357,0.654,213.011,district of columbia
2004,0,221.7,0.91,222.61,district of columbia
2005,0,227.308,1.096,228.404,district of columbia
2006,0,231.859,0.918,232.777,district of columbia
2007,0,234.063,1.093,235.156,district of columbia
2008,0,218.09,1.06,219.15,district of columbia
2009,0,212.367,1.046,213.412,district of columbia
2010,0,207.649,1.263,208.913,district of columbia
2011,0,200.339,1.348,201.688,district of columbia
2012,0,195.327,1.493,196.82,district of columbia
2013,0,196.294,1.339,197.633,district of columbia
2014,0,197.91,2.103,200.013,district of columbia
2015,0,203.637,1.954,205.591,district of columbia
2016,0,210.479,2.263,212.742,district of columbia
2017,0,214.993,2.275,217.269,district of columbia
1980,0,170.065,0.845,170.91,florida
1981,0,168.454,0.835,169.289,florida
1982,0,159.542,0.717,160.259,florida
1983,0,161.19,0.565,161.754,florida
1984,0,169.558,0.626,170.184,florida
1985,0,168.697,0.794,169.491,florida
1986,0,174.541,0.679,175.22,florida
1987,0,183.676,1.031,184.707,florida
1988,0,194.338,1.048,195.385,florida
1989,0,200.73,1.059,201.789,florida
1990,0,202.12,1.103,203.222,florida
1991,0,191.463,1.008,192.472,florida
1992,0,191.362,0.828,192.19,florida
1993,0,187.509,0.681,188.189,florida
1994,0,195.9,0.688,196.588,florida
1995,0,199.858,1.061,200.919,florida
1996,0,203.176,1.064,204.24,florida
1997,0,197.277,1.296,198.573,florida
1998,0,198.725,0.577,199.301,florida
1999,0,203.141,0.616,203.757,florida
2000,0,214.216,0.612,214.828,florida
2001,0,209.973,0.734,210.707,florida
2002,0,222.175,0.671,222.846,florida
2003,0,212.357,0.654,213.011,florida
2004,0,221.7,0.91,222.61,florida
2005,0,227.308,1.096,228.404,florida
2006,0,231.859,0.918,232.777,florida
2007,0,234.063,1.093,235.156,florida
2008,0,218.09,1.06,219.15,florida
2009,0,212.367,1.046,213.412,florida
2010,0,207.649,1.263,208.913,florida
2011,0,200.339,1.348,201.688,florida
2012,0,195.327,1.493,196.82,florida
2013,0,196.294,1.339,197.633,florida
2014,0,197.91,2.103,200.013,florida
2015,0,203.637,1.954,205.591,florida
2016,0,210.479,2.263,212.742,florida
2017,0,214.993,2.275,217.269,florida
1980,0,170.065,0.845,170.91,georgia
1981,0,168.454,0.835,169.289,georgia
1982,0,159.542,0.717,160.259,georgia
1983,0,161.19,0.565,161.754,georgia
1984,0,169.558,0.626,170.184,georgia
1985,0,168.697,0.794,169.491,georgia
1986,0,174.541,0.679,175.22,georgia
1987,0,183.676,1.031,184.707,georgia
1988,0,194.338,1.048,195.385,georgia
1989,0,200.73,1.059,201.789,georgia
1990,0,202.12,1.103,203.222,georgia
1991,0,191.463,1.008,192.472,georgia
1992,0,191.362,0.828,192.19,georgia
1993,0,187.509,0.681,188.189,georgia
1994,0,195.9,0.688,196.588,georgia
1995,0,199.858,1.061,200.919,georgia
1996,0,203.176,1.064,204.24,georgia
1997,0,197.277,1.296,198.573,georgia
1998,0,198.725,0.577,199.301,georgia
1999,0,203.141,0.616,203.757,georgia
2000,0,214.216,0.612,214.828,georgia
2001,0,209.973,0.734,210.707,georgia
2002,0,222.175,0.671,222.846,georgia
2003,0,212.357,0.654,213.011,georgia
2004,0,221.7,0.91,222.61,georgia
2005,0,227.308,1.096,228.404,georgia
2006,0,231.859,0.918,232.777,georgia
2007,0,234.063,1.093,235.156,georgia
2008,0,218.09,1.06,219.15,georgia
2009,0,212.367,1.046,213.412,georgia
2010,0,207.649,1.263,208.913,georgia
2011,0,200.339,1.348,201.688,georgia
2012,0,195.327,1.493,196.82,georgia
2013,0,196.294,1.339,197.633,georgia
2014,0,197.91,2.103,200.013,georgia
2015,0,203.637,1.954,205.591,georgia
2016,0,210.479,2.263,212.742,georgia
2017,0,214.993,2.275,217.269,georgia
1980,0,170.065,0.845,170.91,hawaii
1981,0,168.454,0.835,169.289,hawaii
1982,0,159.542,0.717,160.259,hawaii
1983,0,161.19,0.565,161.754,hawaii
1984,0,169.558,0.626,170.184,hawaii
1985,0,168.697,0.794,169.491,hawaii
1986,0,174.541,0.679,175.22,hawaii
1987,0,183.676,1.031,184.707,hawaii
1988,0,194.338,1.048,195.385,hawaii
1989,0,200.73,1.059,201.789,hawaii
1990,0,202.12,1.103,203.222,hawaii
1991,0,191.463,1.008,192.472,hawaii
1992,0,191.362,0.828,192.19,hawaii
1993,0,187.509,0.681,188.189,hawaii
1994,0,195.9,0.688,196.588,hawaii
1995,0,199.858,1.061,200.919,hawaii
1996,0,203.176,1.064,204.24,hawaii
1997,0,197.277,1.296,198.573,hawaii
1998,0,198.725,0.577,199.301,hawaii
1999,0,203.141,0.616,203.757,hawaii
2000,0,214.216,0.612,214.828,hawaii
2001,0,209.973,0.734,210.707,hawaii
2002,0,222.175,0.671,222.846,hawaii
2003,0,212.357,0.654,213.011,hawaii
2004,0,221.7,0.91,222.61,hawaii
2005,0,227.308,1.096,228.404,hawaii
2006,0,231.859,0.918,232.777,hawaii
2007,0,234.063,1.093,235.156,hawaii
2008,0,218.09,1.06,219.15,hawaii
2009,0,212.367,1.046,213.412,hawaii
2010,0,207.649,1.263,208.913,hawaii
2011,0,200.339,1.348,201.688,hawaii
2012,0,195.327,1.493,196.82,hawaii
2013,0,196.294,1.339,197.633,hawaii
2014,0,197.91,2.103,200.013,hawaii
2015,0,203.637,1.954,205.591,hawaii
2016,0,210.479,2.263,212.742,hawaii
2017,0,214.993,2.275,217.269,hawaii
1980,0,170.065,0.845,170.91,idaho
1981,0,168.454,0.835,169.289,idaho
1982,0,159.542,0.717,160.259,idaho
1983,0,161.19,0.565,161.754,idaho
1984,0,169.558,0.626,170.184,idaho
1985,0,168.697,0.794,169.491,idaho
1986,0,174.541,0.679,175.22,idaho
1987,0,183.676,1.031,184.707,idaho
1988,0,194.338,1.048,195.385,idaho
1989,0,200.73,1.059,201.789,idaho
1990,0,202.12,1.103,203.222,idaho
1991,0,191.463,1.008,192.472,idaho
1992,0,191.362,0.828,192.19,idaho
1993,0,187.509,0.681,188.189,idaho
1994,0,195.9,0.688,196.588,idaho
1995,0,199.858,1.061,200.919,idaho
1996,0,203.176,1.064,204.24,idaho
1997,0,197.277,1.296,198.573,idaho
1998,0,198.725,0.577,199.301,idaho
1999,0,203.141,0.616,203.757,idaho
2000,0,214.216,0.612,214.828,idaho
2001,0,209.973,0.734,210.707,idaho
2002,0,222.175,0.671,222.846,idaho
2003,0,212.357,0.654,213.011,idaho
2004,0,221.7,0.91,222.61,idaho
2005,0,227.308,1.096,228.404,idaho
2006,0,231.859,0.918,232.777,idaho
2007,0,234.063,1.093,235.156,idaho
2008,0,218.09,1.06,219.15,idaho
2009,0,212.367,1.046,213.412,idaho
2010,0,207.649,1.263,208.913,idaho
2011,0,200.339,1.348,201.688,idaho
2012,0,195.327,1.493,196.82,idaho
2013,0,196.294,1.339,197.633,idaho
2014,0,197.91,2.103,200.013,idaho
2015,0,203.637,1.954,205.591,idaho
2016,0,210.479,2.263,212.742,idaho
2017,0,214.993,2.275,217.269,idaho
1980,0,170.065,0.845,170.91,illinois
1981,0,168.454,0.835,169.289,illinois
1982,0,159.542,0.717,160.259,illinois
1983,0,161.19,0.565,161.754,illinois
1984,0,169.558,0.626,170.184,illinois
1985,0,168.697,0.794,169.491,illinois
1986,0,174.541,0.679,175.22,illinois
1987,0,183.676,1.031,184.707,illinois
1988,0,194.338,1.048,195.385,illinois
1989,0,200.73,1.059,201.789,illinois
1990,0,202.12,1.103,203.222,illinois
1991,0,191.463,1.008,192.472,illinois
1992,0,191.362,0.828,192.19,illinois
1993,0,187.509,0.681,188.189,illinois
1994,0,195.9,0.688,196.588,illinois
1995,0,199.858,1.061,200.919,illinois
1996,0,203.176,1.064,204.24,illinois
1997,0,197.277,1.296,198.573,illinois
1998,0,198.725,0.577,199.301,illinois
1999,0,203.141,0.616,203.757,illinois
2000,0,214.216,0.612,214.828,illinois
2001,0,209.973,0.734,210.707,illinois
2002,0,222.175,0.671,222.846,illinois
2003,0,212.357,0.654,213.011,illinois
2004,0,221.7,0.91,222.61,illinois
2005,0,227.308,1.096,228.404,illinois
2006,0,231.859,0.918,232.777,illinois
2007,0,234.063,1.093,235.156,illinois
2008,0,218.09,1.06,219.15,illinois
2009,0,212.367,1.046,213.412,illinois
2010,0,207.649,1.263,208.913,illinois
2011,0,200.339,1.348,201.688,illinois
2012,0,195.327,1.493,196.82,illinois
2013,0,196.294,1.339,197.633,illinois
2014,0,197.91,2.103,200.013,illinois
2015,0,203.637,1.954,205.591,illinois
2016,0,210.479,2.263,212.742,illinois
2017,0,214.993,2.275,217.269,illinois
1980,0,170.065,0.845,170.91,indiana
1981,0,168.454,0.835,169.289,indiana
1982,0,159.542,0.717,160.259,indiana
1983,0,161.19,0.565,161.754,indiana
1984,0,169.558,0.626,170.184,indiana
1985,0,168.697,0.794,169.491,indiana
1986,0,174.541,0.679,175.22,indiana
1987,0,183.676,1.031,184.707,indiana
1988,0,194.338,1.048,195.385,indiana
1989,0,200.73,1.059,201.789,indiana
1990,0,202.12,1.103,203.222,indiana
1991,0,191.463,1.008,192.472,indiana
1992,0,191.362,0.828,192.19,indiana
1993,0,187.509,0.681,188.189,indiana
1994,0,195.9,0.688,196.588,indiana
1995,0,199.858,1.061,200.919,indiana
1996,0,203.176,1.064,204.24,indiana
1997,0,197.277,1.296,198.573,indiana
1998,0,198.725,0.577,199.301,indiana
1999,0,203.141,0.616,203.757,indiana
2000,0,214.216,0.612,214.828,indiana
2001,0,209.973,0.734,210.707,indiana
2002,0,222.175,0.671,222.846,indiana
2003,0,212.357,0.654,213.011,indiana
2004,0,221.7,0.91,222.61,indiana
2005,0,227.308,1.096,228.404,indiana
2006,0,231.859,0.918,232.777,indiana
2007,0,234.063,1.093,235.156,indiana
2008,0,218.09,1.06,219.15,indiana
2009,0,212.367,1.046,213.412,indiana
2010,0,207.649,1.263,208.913,indiana
2011,0,200.339,1.348,201.688,indiana
2012,0,195.327,1.493,196.82,indiana
2013,0,196.294,1.339,197.633,indiana
2014,0,197.91,2.103,200.013,indiana
2015,0,203.637,1.954,205.591,indiana
2016,0,210.479,2.263,212.742,indiana
2017,0,214.993,2.275,217.269,indiana
1980,0,170.065,0.845,170.91,iowa
1981,0,168.454,0.835,169.289,iowa
1982,0,159.542,0.717,160.259,iowa
1983,0,161.19,0.565,161.754,iowa
1984,0,169.558,0.626,170.184,iowa
1985,0,168.697,0.794,169.491,iowa
1986,0,174.541,0.679,175.22,iowa
1987,0,183.676,1.031,184.707,iowa
1988,0,194.338,1.048,195.385,iowa
1989,0,200.73,1.059,201.789,iowa
1990,0,202.12,1.103,203.222,iowa
1991,0,191.463,1.008,192.472,iowa
1992,0,191.362,0.828,192.19,iowa
1993,0,187.509,0.681,188.189,iowa
1994,0,195.9,0.688,196.588,iowa
1995,0,199.858,1.061,200.919,iowa
1996,0,203.176,1.064,204.24,iowa
1997,0,197.277,1.296,198.573,iowa
1998,0,198.725,0.577,199.301,iowa
1999,0,203.141,0.616,203.757,iowa
2000,0,214.216,0.612,214.828,iowa
2001,0,209.973,0.734,210.707,iowa
2002,0,222.175,0.671,222.846,iowa
2003,0,212.357,0.654,213.011,iowa
2004,0,221.7,0.91,222.61,iowa
2005,0,227.308,1.096,228.404,iowa
2006,0,231.859,0.918,232.777,iowa
2007,0,234.063,1.093,235.156,iowa
2008,0,218.09,1.06,219.15,iowa
2009,0,212.367,1.046,213.412,iowa
2010,0,207.649,1.263,208.913,iowa
2011,0,200.339,1.348,201.688,iowa
2012,0,195.327,1.493,196.82,iowa
2013,0,196.294,1.339,197.633,iowa
2014,0,197.91,2.103,200.013,iowa
2015,0,203.637,1.954,205.591,iowa
2016,0,210.479,2.263,212.742,iowa
2017,0,214.993,2.275,217.269,iowa
1980,0,170.065,0.845,170.91,kansas
1981,0,168.454,0.835,169.289,kansas
1982,0,159.542,0.717,160.259,kansas
1983,0,161.19,0.565,161.754,kansas
1984,0,169.558,0.626,170.184,kansas
1985,0,168.697,0.794,169.491,kansas
1986,0,174.541,0.679,175.22,kansas
1987,0,183.676,1.031,184.707,kansas
1988,0,194.338,1.048,195.385,kansas
1989,0,200.73,1.059,201.789,kansas
1990,0,202.12,1.103,203.222,kansas
1991,0,191.463,1.008,192.472,kansas
1992,0,191.362,0.828,192.19,kansas
1993,0,187.509,0.681,188.189,kansas
1994,0,195.9,0.688,196.588,kansas
1995,0,199.858,1.061,200.919,kansas
1996,0,203.176,1.064,204.24,kansas
1997,0,197.277,1.296,198.573,kansas
1998,0,198.725,0.577,199.301,kansas
1999,0,203.141,0.616,203.757,kansas
2000,0,214.216,0.612,214.828,kansas
2001,0,209.973,0.734,210.707,kansas
2002,0,222.175,0.671,222.846,kansas
2003,0,212.357,0.654,213.011,kansas
2004,0,221.7,0.91,222.61,kansas
2005,0,227.308,1.096,228.404,kansas
2006,0,231.859,0.918,232.777,kansas
2007,0,234.063,1.093,235.156,kansas
2008,0,218.09,1.06,219.15,kansas
2009,0,212.367,1.046,213.412,kansas
2010,0,207.649,1.263,208.913,kansas
2011,0,200.339,1.348,201.688,kansas
2012,0,195.327,1.493,196.82,kansas
2013,0,196.294,1.339,197.633,kansas
2014,0,197.91,2.103,200.013,kansas
2015,0,203.637,1.954,205.591,kansas
2016,0,210.479,2.263,212.742,kansas
2017,0,214.993,2.275,217.269,kansas
1980,0,170.065,0.845,170.91,kentucky
1981,0,168.454,0.835,169.289,kentucky
1982,0,159.542,0.717,160.259,kentucky
1983,0,161.19,0.565,161.754,kentucky
1984,0,169.558,0.626,170.184,kentucky
1985,0,168.697,0.794,169.491,kentucky
1986,0,174.541,0.679,175.22,kentucky
1987,0,183.676,1.031,184.707,kentucky
1988,0,194.338,1.048,195.385,kentucky
1989,0,200.73,1.059,201.789,kentucky
1990,0,202.12,1.103,203.222,kentucky
1991,0,191.463,1.008,192.472,kentucky
1992,0,191.362,0.828,192.19,kentucky
1993,0,187.509,0.681,188.189,kentucky
