Year,CCoal,CPetroleum,CGas,CTotal,Sname
2006,0.003,1.181,13.264,14.448,new york
2007,0,1.369,13.709,15.078,new york
2008,0,1.928,13.688,15.616,new york
2009,0,2.082,13.501,15.583,new york
2010,0,2.632,13.441,16.073,new york
2011,0,2.386,13.31,15.696,new york
2012,0,2.208,13.703,15.911,new york
2013,0,2.069,13.874,15.943,new york
2014,0,2.108,12.968,15.075,new york
2015,0,5.645,12.971,18.616,new york
2016,0,5.852,13.017,18.869,new york
2017,0,5.927,13.041,18.968,new york
1980,0.007,5.867,14.294,20.167,north carolina
1981,0.004,8.373,13.125,21.502,north carolina
1982,0.004,5.588,13.123,18.714,north carolina
1983,0.004,4.257,11.924,16.184,north carolina
1984,0.059,5.067,10.563,15.69,north carolina
1985,0.091,2.66,11.298,14.048,north carolina
1986,0,3.919,10.053,13.972,north carolina
1987,0.001,4.344,11.59,15.935,north carolina
1988,0.011,4.029,13.559,17.598,north carolina
1989,0.018,3.496,14.292,17.806,north carolina
1990,0.044,3.324,15.61,18.978,north carolina
1991,0.079,3.39,15.662,19.13,north carolina
1992,0,1.903,15.523,17.427,north carolina
1993,0.253,1.483,13.785,15.521,north carolina
1994,0.308,1.443,14.168,15.918,north carolina
1995,0.252,1.8,14.952,17.005,north carolina
1996,0.34,1.504,12.899,14.743,north carolina
1997,0.209,1.429,13.703,15.341,north carolina
1998,0.228,1.719,15.814,17.761,north carolina
1999,0.054,1.68,13.174,14.908,north carolina
2000,0.047,1.816,12.504,14.367,north carolina
2001,0,1.602,13.243,14.845,north carolina
2002,0,1.344,12.887,14.232,north carolina
2003,0,1.399,12.604,14.003,north carolina
2004,0.016,1.57,12.533,14.118,north carolina
2005,0.038,1.537,12.653,14.228,north carolina
2006,0.003,1.181,13.264,14.448,north carolina
2007,0,1.369,13.709,15.078,north carolina
2008,0,1.928,13.688,15.616,north carolina
2009,0,2.082,13.501,15.583,north carolina
2010,0,2.632,13.441,16.073,north carolina
2011,0,2.386,13.31,15.696,north carolina
2012,0,2.208,13.703,15.911,north carolina
2013,0,2.069,13.874,15.943,north carolina
2014,0,2.108,12.968,15.075,north carolina
2015,0,5.645,12.971,18.616,north carolina
2016,0,5.852,13.017,18.869,north carolina
2017,0,5.927,13.041,18.968,north carolina
1980,0.007,5.867,14.294,20.167,north dakota
1981,0.004,8.373,13.125,21.502,north dakota
1982,0.004,5.588,13.123,18.714,north dakota
1983,0.004,4.257,11.924,16.184,north dakota
1984,0.059,5.067,10.563,15.69,north dakota
1985,0.091,2.66,11.298,14.048,north dakota
1986,0,3.919,10.053,13.972,north dakota
1987,0.001,4.344,11.59,15.935,north dakota
1988,0.011,4.029,13.559,17.598,north dakota
1989,0.018,3.496,14.292,17.806,north dakota
1990,0.044,3.324,15.61,18.978,north dakota
1991,0.079,3.39,15.662,19.13,north dakota
1992,0,1.903,15.523,17.427,north dakota
1993,0.253,1.483,13.785,15.521,north dakota
1994,0.308,1.443,14.168,15.918,north dakota
1995,0.252,1.8,14.952,17.005,north dakota
1996,0.34,1.504,12.899,14.743,north dakota
1997,0.209,1.429,13.703,15.341,north dakota
1998,0.228,1.719,15.814,17.761,north dakota
1999,0.054,1.68,13.174,14.908,north dakota
2000,0.047,1.816,12.504,14.367,north dakota
2001,0,1.602,13.243,14.845,north dakota
2002,0,1.344,12.887,14.232,north dakota
2003,0,1.399,12.604,14.003,north dakota
2004,0.016,1.57,12.533,14.118,north dakota
2005,0.038,1.537,12.653,14.228,north dakota
2006,0.003,1.181,13.264,14.448,north dakota
2007,0,1.369,13.709,15.078,north dakota
2008,0,1.928,13.688,15.616,north dakota
2009,0,2.082,13.501,15.583,north dakota
2010,0,2.632,13.441,16.073,north dakota
2011,0,2.386,13.31,15.696,north dakota
2012,0,2.208,13.703,15.911,north dakota
2013,0,2.069,13.874,15.943,north dakota
2014,0,2.108,12.968,15.075,north dakota
2015,0,5.645,12.971,18.616,north dakota
2016,0,5.852,13.017,18.869,north dakota
2017,0,5.927,13.041,18.968,north dakota
1980,0.007,5.867,14.294,20.167,ohio
1981,0.004,8.373,13.125,21.502,ohio
1982,0.004,5.588,13.123,18.714,ohio
1983,0.004,4.257,11.924,16.184,ohio
1984,0.059,5.067,10.563,15.69,ohio
1985,0.091,2.66,11.298,14.048,ohio
1986,0,3.919,10.053,13.972,ohio
1987,0.001,4.344,11.59,15.935,ohio
1988,0.011,4.029,13.559,17.598,ohio
1989,0.018,3.496,14.292,17.806,ohio
1990,0.044,3.324,15.61,18.978,ohio
1991,0.079,3.39,15.662,19.13,ohio
1992,0,1.903,15.523,17.427,ohio
1993,0.253,1.483,13.785,15.521,ohio
1994,0.308,1.443,14.168,15.918,ohio
1995,0.252,1.8,14.952,17.005,ohio
1996,0.34,1.504,12.899,14.743,ohio
1997,0.209,1.429,13.703,15.341,ohio
1998,0.228,1.719,15.814,17.761,ohio
1999,0.054,1.68,13.174,14.908,ohio
2000,0.047,1.816,12.504,14.367,ohio
2001,0,1.602,13.243,14.845,ohio
2002,0,1.344,12.887,14.232,ohio
2003,0,1.399,12.604,14.003,ohio
2004,0.016,1.57,12.533,14.118,ohio
2005,0.038,1.537,12.653,14.228,ohio
2006,0.003,1.181,13.264,14.448,ohio
2007,0,1.369,13.709,15.078,ohio
2008,0,1.928,13.688,15.616,ohio
2009,0,2.082,13.501,15.583,ohio
2010,0,2.632,13.441,16.073,ohio
2011,0,2.386,13.31,15.696,ohio
2012,0,2.208,13.703,15.911,ohio
2013,0,2.069,13.874,15.943,ohio
2014,0,2.108,12.968,15.075,ohio
2015,0,5.645,12.971,18.616,ohio
